NULL,TIS / EUX_BELA_default_catalog,<p>Installs:</p> <p>7-Zip_18.05_L_EN_01<br /> AIM Client Update 1.0_EN_L_01<br /> Alcon TechSmith SnagIt 2020_20.0.3_L_EN_01<br /> Cisco Jabber_12.7.2.53984_L_EN_02<br /> Cisco Webex Support Manager_40.10.6.11_L_EN_01<br /> Cisco Webex Teams(x64)_3.0.10626_L_EN_01<br /> Cisco Webex Teams_3.0.16_L_EN_01<br /> Cisco WebEx Meetings_41.1.4.13_L_EN_01<br /> KeePass_2.43_L_EN_01<br /> Microsoft MDOP MBAM_2.5.1134_L_EN_01<br /> SAP Analysis for MS Office SP7_2.8.700_L_EN_01<br /> SAPGUI 7.60_L_EN_01</p>,No,0.0,Yes,Yes
NULL,TIS / EUX_CAMI Standard Software,<p>Installs:</p> <p>SnagIt_18.0.2_L_EN_01<br /> Google Chrome_1.0_L_EN_99_25<br /> Barco ClkshreExtnPack STD(x64)_1.1.0.6_L_EN_01<br /> SAPGUI_7.40_L_EN_05<br /> SAP LogonPAD Update_7.40_L_EN_99_01<br /> IE Homepage for ALCON_1.0_L_EN_01</p>,No,0.0,Yes,Yes
NULL,TIS / EUX_CHVE default catalog,<p>Installs:</p> <p>7-Zip_21.07_L_EN_01<br /> Adobe Acrobat Signature Fix Pack_1.0_L_EN_01<br /> Alcon Google Chrome_96.0_L_EN_01<br /> Alcon TechSmith SnagIt 2020_20.0.3_L_EN_01<br /> Cisco Webex(x64)_42.5.0.22187_L_EN_01<br /> MS Azure Information Protection_2.6.111.0_L_EN_01<br /> SAP Analysis for MS Office SP7_2.8.700_L_EN_01<br /> VideoLAN VLC media player_3.0.17.0_L_EN_01<br /> Zscaler windows_3.6.1.20_L_EN_01<br /> OSD_DisplayLink Dock_10.1M1_D_EN_01</p>,No,0.0,Yes,Yes
NULL,TIS / EUX_LTSC Mandatory Applications,<p>FireEye Endpoint Agent_29.7.8_L_EN_01</p> <p>Oracle Java Runtimes_1.0_L_EN_99_13<br /> Oracle Java DRS_1.0_L_EN_99_38<br /> OSD DisplayLink Dock_9.0M1_D_EN_01<br /> Zscaler windows_1.5.0.336_L_EN_01<br /> Cisco Webex Meetings_33.9.2.3_L_EN_01<br /> Adobe Reader MUI_DC_L_EN_99_06<br /> Rapid7 Insight Agent_2.5.3.1_L_EN_01<br /> Alcon OpenSans_1.0_L_EN_01<br /> Alcon IE Modifiers_L_EN_99_01</p> <p>Microsoft LAPS_6.2_L_EN_01<br /> Alcon Office Templates_1.0_L_EN_99_03</p>,No,0.0,Yes,Yes
NULL,TIS / EUX_Non-Persistent VDI Mandatory Applications,<p>Installs: </p> <p>Alcon DigiCert PKI Client_2.20.7.20517_L_EN_01<br /> Alcon HRNOW_1.0_L_EN_02<br /> Alcon IE Modifiers_L_EN_99_01<br /> Alcon OpenSans_1.0_L_EN_01<br /> Alcon IE Homepage Global_L_EN_99_01<br /> Alcon Office Templates_1.0_L_EN_99_03<br /> Alcon Google Chrome_81.0_L_EN_01<br /> Microsoft Edge Sites_1.0_L_EN_01<br /> Microsoft LAPS_6.2_L_EN_01<br /> Oracle Java DRS_1.0_L_EN_99_40<br /> Oracle Java DRS Configuration_1.0_L_EN_03<br /> VMware Horizon Client_5.4.3_L_EN_01<br /> Adobe Reader 2020 Classic_20.001_L_EN_01<br /> Alcon DigiCert PKI Client_2.20.7.20517_L_EN_01</p>,No,0.0,Yes,Yes
NULL,TIS / EUX_Nordic_default_catalog,<p>Installs:</p> <p>Cisco WebEx Meetings_40.9.6.2_L_EN_01<br /> Cisco Webex Productivity Tools_40.9_L_EN_01<br /> Cisco Webex Support Manager_40.10.6.11_L_EN_01<br /> Password Safe for Windows_3.29_L_EN_01<br /> 7-Zip_18.05_L_EN_01<br /> Microsoft Office Proofing Tools EU-LA_2016_L_EN_01<br /> Alcon Google Chrome_81.0_L_EN_01<br /> Adobe Acrobat Signature Fix Pack_1.0_L_EN_01</p> <p>&nbsp;</p>,No,0.0,Yes,Yes
NULL,TIS / EUX_Persistent VDI Mandatory Applications,<p>Installs: </p> <p>1E NomadBranch_6.3_L_EN_02&nbsp;<br /> Adobe Reader 2020 Classic_20.001_L_EN_01&nbsp;<br /> Alcon DigiCert PKI Client_2.20.7.20517_L_EN_01&nbsp;<br /> Alcon HRNOW_1.0_L_EN_02&nbsp;<br /> Alcon OpenSans_1.0_L_EN_01&nbsp;<br /> Alcon IE Homepage Global_L_EN_99_01&nbsp;<br /> Alcon Office Templates_1.0_L_EN_99_03&nbsp;<br /> Microsoft LAPS_6.2_L_EN_01&nbsp;<br /> Oracle Java Runtimes_1.0_L_EN_99_13&nbsp;<br /> Oracle Java DRS_1.0_L_EN_99_40&nbsp;<br /> VMware Horizon Client_8.2.0_L_EN_01&nbsp;<br /> Microsoft Teams_L_EN_99_02&nbsp;<br /> Alcon IE Modifiers_L_EN_99_01</p>,No,0.0,Yes,Yes
NULL,TIS / EUX_Test group,"<p>Installs: </p> <p><span style=""color: #222222; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: metropolisregular; font-size: 11px; font-style: normal; font-weight: 400; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: #ffffff; font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial;"">7-Zip_18.05_L_EN_01</span></p> <p><span style=""color: #222222; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: metropolisregular; font-size: 11px; font-style: normal; font-weight: 400; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: #fafafb; font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial;"">VLC Media Player_3.0.1_V_EN_01</span></p>",No,0.0,Yes,Yes
NULL,TIS / EUX_Test_SCCM_Group,,No,0.0,Yes,No
NULL,TIS / EUX_TIS / EUX_BELA_Surgical_catalog,<p>Installs:</p> <p>Alcon Constellation Doctor View_5.0_L_EN_01<br /> Alcon DoctorView Support Files_1.0_L_JA_01<br /> Centurion Doctor View_3.02_T_EN_01<br /> H_Centurion Doctor View_3.02_V_EN_01<br /> TrueVision Surgical NGENUITY DoctView_1.4_L_EN_01<br /> TrueVision Surgical Media(x64)_4.2.5_L_EN_01<br /> TrueVision TrueMedia_4.3.3_L_EN_01</p> <p>&nbsp;</p>,No,0.0,Yes,No
NULL,TIS / EUX_TIS / EUX_TIS / EUX_BELA_VisionCare_catalog,<p>Installs:</p> <p>EasyLog_7.1_M_EN_01</p>,No,0.0,Yes,No
NULL,TIS / EUX_Win 10 Default Applications,Installs: <br /> K-SOL Project Reader_5_V_EN_99_02,No,0.0,Yes,Yes
NULL,TIS / EUX_Win 10 Mandatory Applications,"<p>Installs: <br /> Zscaler windows_1.5.0.336_L_EN_01 <br /> Microsoft LAPS_6.2_L_EN_01<br /> IE Homepage for ALCON_1.0_L_EN_01&nbsp; <br /> Alcon IE Modifiers_L_EN_99_01 <br /> Rapid7 Insight Agent_2.5.3.1_L_EN_01&nbsp; <br /> Adobe Reader MUI_DC_L_EN_99_06&nbsp; <br /> Cisco Webex Meetings_33.9.2.3_L_EN_01<br /> Hardware Drivers and Support_1.0_T_EN_99_03<br /> Oracle Java Runtimes_1.0_L_EN_99_13&nbsp; <br /> Oracle Java DRS_1.0_L_EN_99_38<br /> Alcon OpenSans_1.0_L_EN_01</p> <p><span style=""text-transform: none; text-indent: 0px; letter-spacing: normal; font-size: 11px; font-style: normal; font-weight: 400; word-spacing: 0px; float: none; white-space: normal; orphans: 2; widows: 2; background-color: #ffffff; font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; font-family: metropolisregular; color: #222222;"">FireEye Endpoint Agent_29.7.8_L_EN_01</span></p> <p>&nbsp;</p> <p>&nbsp;</p> &nbsp; <br /> <br />",No,0.0,Yes,Yes
NULL,TIS / EUX_Win 7 Default Applications,<p>Installs:<br /> K-SOL Project Reader_5_V_EN_99_02</p> <p>Adobe Flash Player</p>,No,0.0,Yes,Yes
NULL,TIS / EUX_Win 7 Mandatory Applications,"<p>&nbsp;Installs: <br /> &nbsp;Zscaler windows_1.5.0.336_L_EN_01&nbsp; <br /> &nbsp;Microsoft LAPS_6.2_L_EN_01&nbsp; <br /> &nbsp;IE Homepage for ALCON_1.0_L_EN_01&nbsp; <br /> &nbsp;Alcon IE Modifiers_L_EN_99_01 <br /> &nbsp;Rapid7 Insight Agent_2.5.3.1_L_EN_01&nbsp; <br /> &nbsp;<br /> &nbsp;Adobe Reader MUI_DC_L_EN_99_06<br /> &nbsp;Cisco Webex Meetings_33.9.2.3_L_EN_01 <br /> &nbsp;OSD DisplayLink Dock_9.0M1_D_EN_01</p> <p><span style=""text-transform: none; text-indent: 0px; letter-spacing: normal; font-size: 11px; font-style: normal; font-weight: 400; word-spacing: 0px; float: none; white-space: normal; orphans: 2; widows: 2; background-color: #ffffff; font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; font-family: metropolisregular; color: #222222;"">FireEye Endpoint Agent_29.7.8_L_EN_01</span></p> <p>Oracle Java Runtimes_1.0_L_EN_99_13&nbsp; <br /> Oracle Java DRS_1.0_L_EN_99_38&nbsp;</p> <p>Alcon OpenSans_1.0_L_EN_01 </p> <table>     <tbody class=""ui-table-tbody"">         <tr class=""ng-star-inserted"">             <td>&nbsp;</td>         </tr>         <tr class=""ng-star-inserted"">             <td>&nbsp;</td>         </tr>     </tbody> </table> <p>&nbsp;</p> <p>&nbsp;</p>",No,0.0,Yes,Yes
NULL,TIS / EUX_Win 8.1 Mandatory Applications,"<table>     <tbody class=""ui-table-tbody"">         <tr class=""ng-star-inserted"">             <td><span style=""font-size: 10px;"">Zscaler windows_1.5.0.336_L_EN_01 </span></td>         </tr>         <tr class=""ng-star-inserted"">             <td>             <p><span style=""font-size: 10px;""> FireEye Endpoint Agent_29.7.8_L_EN_01</span></p>             <p><span style=""font-size: 10px;"">Microsoft LAPS_6.2_L_EN_01<br />             Rapid7 Insight Agent_2.5.3.1_L_EN_01<br />             Adobe Reader MUI_DC_L_EN_99_06<br />             Cisco Webex Meetings_33.9.2.3_L_EN_01<br />             OSD DisplayLink Dock_9.0M1_D_EN_01<br />             Alcon Office Templates_1.0_L_EN_99_03<br />             Alcon IE Modifiers_L_EN_99_01<br />             Oracle Java Runtimes_1.0_L_EN_99_13<br />             Oracle Java DRS_1.0_L_EN_99_38<br />             Alcon OpenSans_1.0_L_EN_01</span></p>             <p><span style=""font-size: 10px;"">&nbsp;</span></p>             </td>         </tr>     </tbody> </table> <br />",No,0.0,Yes,No
NULL,TIS / EUX_Windows 11 Mandatory Applications,"<p>Installs: </p> <p><span style=""text-transform: none; text-indent: 0px; letter-spacing: normal; font-size: 11px; font-style: normal; font-weight: 400; word-spacing: 0px; float: none; white-space: normal; orphans: 2; widows: 2; background-color: #ffffff; font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial; text-decoration-thickness: initial; display: inline !important; font-family: metropolisregular; color: #222222;"">Alcon Google Chrome_96.0_L_EN_01</span></p>",No,0.0,Yes,Yes
NULL,Uninstall,,No,0.0,Yes,No
NULL,VMware Horizon Client 8.2.0 (English),install: VMware Horizon Client_8.2.0_L_EN_01,No,0.0,Yes,No
NULL,WebSM Test Group App,,No,0.0,Yes,Yes
,Alcon Outlook Forms SALSA 1.0 (English),<p>Outlook forms for SALSA</p> <p>LS:&nbsp; Freeware</p>,Yes,0.0,Yes,No
,Alcon Salsa Connected Client 7.8 (English),This application is part of the SALSA application suite however this version is translated to present the application in Chinese. <p>LS:&nbsp; Freeware</p>,Yes,0.0,Yes,No
,Alcon SALSAENUMobileClientThinApp 1.0  (English),<p>The Alcon SALSA ENU Mobile Client Thin App application supports the CRM activities associated with users who require access to SALSA in a disconnected mode due to telecommunications constraints.</p> <p>This Task Sequence install the following Packages:</p> <p>IE Modifiers_L_EN_99_88<br /> H_Alcon SALSAENUMobCntThinAppCfgFiles_1.0_L_EN_01<br /> Alcon Salsa Connected Client_7.8_L_EN_01<br /> H_Alcon SALSAENUMobileClientThinApp_1.0_L_EN_03</p> <p>LS:&nbsp; In House</p>,Yes,0.0,Yes,No
,Elgato Game Capture(x64) 3.70.55 (English),Installs: Elgato Game Capture(x64)_3.70.55_L_EN_01,No,0.0,Yes,No
,KeePass 2.52 (English),Installs: KeePass_2.52_L_EN_01,No,0.0,Yes,No
,LogTag Analyser 2.7.7 (English),to record the temperature in the delivery trucks <p>LS:&nbsp; Freeware</p>,Yes,0.0,Yes,No
1E Client_8.0_L_EN_01,1E Client 8.0 (English),<p>Installs: 1E Client_8.0_L_EN_01</p> <p>LS: Subscription</p>,Yes,0.0,Yes,Yes
1E NomadBranch_5.5_L_EN_01,Alcon ODB Tenant Enable,Alcon ODB Tenant Enable,No,0.0,Yes,Yes
1E NomadBranch_5.5_L_EN_01,Template Object (Alcon_Default),<p>&nbsp;This is a template that is used by AAP Administrators to create new objects.&nbsp; This is not to be ordered or shopped by end user customers.&nbsp; It should be hidden in the catalog view for shoppers.</p>,No,0.0,Yes,No
1E NomadBranch_6.3_L_EN_02,1E NomadBranch 6.3 (English) [Build02],<p>Nomad is a tool which integrated with SCCM and used to reduce server footprint in infrastructure. Client will be installed on machines which will download the package from peers rather the server</p> <p>LS:&nbsp; Global (Unlimited)</p>,Yes,0.0,Yes,No
1E NomadBranch_6.3_L_EN_02,Keep,,No,0.0,Yes,No
1E NomadBranch_6.3_L_EN_02,Test_app,,No,0.0,Yes,No
2BrightSparks SyncBackPro_7.6.74.0_L_EN_01,2BrightSparks SyncBackPro 7.6.74.0 (English),<p>SyncBack Pro is a synchronization &amp; restoration tool used to ensure success of FTP process</p> <p>LS:&nbsp; Seat based</p>,Yes,54.95,No,Yes
3Dconnexion(x64)_10.4.3_L_EN_01,3Dconnexion(x64) 10.4.3 (English),<p>3Dconnexion driver to support the following products: </p> <p>SpaceMouse Enterprise </p> <p>SpacePilot Pro </p> <p>SpaceMouse Pro Wireless </p> <p>SpaceMouse Pro </p> <p>SpaceMouse Wireless </p> <p>SpaceNavigator for Notebooks</p> <p> SpaceNavigator </p> <p>CadMouse</p> <p>LS:&nbsp; Freeware (Hardware dependent)</p> <p>&nbsp;</p>,Yes,0.0,Yes,Yes
3Dconnexion(x64)_10.7.2_L_EN_01,3Dconnexion(x64) 10.7.2 (English),<p>Installs: 3Dconnexion(x64)_10.7.2_L_EN_01</p> <p>LS: Freeware</p>,No,0.0,Yes,Yes
7-Zip_18.05_L_EN_01,7-Zip 18.05 (English),"<p>The main features of 7-Zip:</p> <p> High compression ratio in 7z format with LZMA and LZMA2 compression </p> <p> Supported formats: </p> <p> Packing / unpacking: 7z, XZ, BZIP2, GZIP, TAR, ZIP and WIM  </p> <p>Unpacking only: ARJ, CAB, CHM, CPIO, CramFS, DEB, DMG, FAT, HFS, ISO, LZH, LZMA, MBR, MSI, NSIS, NTFS, RAR, RPM, SquashFS, UDF, VHD, WIM, XAR and Z.  </p> <p>For ZIP and GZIP formats, 7-Zip provides a compression ratio that is 2-10 % better than the ratio provided by PKZip and WinZip </p> <p> Strong AES-256 encryption in 7z and ZIP formats  </p> <p>Self-extracting capability for 7z format </p> <p> Integration with Windows Shell </p> <p> Powerful File Manager </p> <p> Powerful command line version </p> <p> Plugin for FAR Manager</p> <p>  Localizations for 79 languages</p> <p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,No
7-Zip_18.05_L_EN_01,Test Sample Object,Installs:,No,0.0,Yes,No
7-Zip_21.07_L_EN_01,7-Zip 21.07 (English),"<p><span style=""font-size: 14px; font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Web', sans-serif; color: #242424;"">Installs:&nbsp;</span><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box; font-size: 14px; font-style: inherit; font-weight: inherit; font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Web', sans-serif; color: #242424;"">7-Zip_21.07_L_EN_01</span></p> <p><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box; font-size: 14px; font-style: inherit; font-weight: inherit; font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Web', sans-serif; color: #242424;"">LS: Freeware</span></p>",Yes,0.0,Yes,Yes
A-PDF Merger_4.8.0_V_EN_01,A-PDF Merger 4.8.0 (English),"<p>A-PDF Merger is a simple, lightning-fast desktop utility program that lets you combine two or more image files or Acrobat PDF files into a single PDF document. Office files can be merged if A-PDF Office to PDF installed. A-PDF Merger provides special merge methods that allow you to combine documents and document parts in a number of different ways to make your work more effective.</p> <p>LS:&nbsp; Global (Limited)</p> <p>&nbsp;</p> <p>Disabling the package as this was a Novartis purchase and Alcon doesn't own entitlements. In process of procuring licenses for Alcon. Arafath&nbsp;- 6/25/2021</p>",Yes,35,No,No
A-PDF Split_2.2_L_EN_01,A-PDF Split 2.2 (English),"<p>A-PDF Split is a very simple, lightning-quick desktop utility program that lets you split any Acrobat pdf file into smaller pdf files. It provides complete flexibility and user control in terms of how files are split and how the split output files are uniquely named. A-PDF Split provides numerous alternatives for how your large files are split - by pages, by bookmarks and by odd/even page. Even you can extract or remove part of a PDF file. A-PDF Split also offers advanced defined splits that can be saved and later imported for use with repetitive file-splitting tasks. A-PDF Split represents the ultimate in file splitting flexibility to suit every need.</p> <p>LS:&nbsp; Global (Limited)</p> <p>Disabling the package as this was a Novartis purchase and Alcon doesn't own entitlements. In process of procuring licenses for Alcon. Arafath&nbsp;- 6/25/2021</p>",Yes,35,No,No
ABBYY FineReader Corporate_12.1.609_L_EN_01,ABBYY FineReader Corporate 12.1.609 (English),"<p>Provides OCR (optical character recognition) function, electronic conversion of scanned or photographed images of typewritten or printed text into machine-encoded/computer-readable text.</p> <p>LS:&nbsp; Global (Limited)</p>",Yes,399.99,No,Yes
ABBYY Lingvo X6 RU-EN_16.2_L_EN_01,ABBYY Lingvo X6 RU-EN 16.2 (English),"<p>Translate words and word combinations from Russian into English,German,French,Italian or Spanish.</p> <p>NOTE:&nbsp; Package has been 'disabled' because the publisher no longer offers licenses.&nbsp; (ck)</p> <p>LS:&nbsp; Global (Limited)</p>",Yes,129.99,No,No
Able2Extract_7.0.0.10_V_EN_01_v5.0,Able2Extract 7.0.0.10 (English),<p>Able2Extract enables exporting PDF documents in various formats. Enable batch conversion and enable OCR image processing of scan pdf document</p> <p>LS:&nbsp; Global (Limited)</p>,Yes,149.95,No,Yes
Access Database Engine_2010_L_EN_01,Access Database Engine 2010 (English),"<p>Install a set of components that facilitate the transfer of data between existing Microsoft Office files such as Microsoft Office Access 2010 (*.mdb and *.accdb) files and Microsoft Office Excel 2010 (*.xls, *.xlsx, and *.xlsb) files to other data sources such as Microsoft SQL Server. Connectivity to existing text files is also supported. ODBC and OLEDB drivers are installed for application developers to use in developing their applications with connectivity to Office file formats.</p> <p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,Yes
Access Manager Pro_1.1.7.0_M_EN_01,Access Manager Pro 1.1.7.0 (English) (Manual),"<p>Consisting of Access Server, Access Manager and Remote Monitor, Access Manager Pro is a solution for control and monitoring of terminal/user. It organizes a single network of maximum 2,000 terminals for control, and authentication at server through its own DB, and promotes the convenience of users by registration or monitoring of users at places without server by the supply of remote control function.</p> <p>LS:&nbsp; Concurrent</p>",Yes,0.0,Yes,Yes
Access Runtime SP2_2010_L_EN_01,Access Runtime SP2 2010 (English),<p>MS Access Data store and front end form generator</p> <p>LS:&nbsp; Global (Unlimited)</p> <p>&nbsp;</p>,Yes,0.0,Yes,No
